District,School,Date(s) of Collection,First Day of School (2026-27),SIS/Scheduling Software,Days before start of school schedules are available (Latest possible day),Named Arena Selection Process,Preliminary/Unofficial Schedule Before Summer,Teacher Request Allowed,Days after start of school to submit schedule changes (Earliest possible deadline),Disallowed Reason - To be with a friend,Disallowed Reason - Teacher Changes,Disallowed Reason - Different Lunch period,Disallowed Reason - Elective Change,Disallowed Reason - Dropping an application course after a student has been accepted and enrolled,Disallowed Reason - Dropped Course,Disallowed Reason - Changing between AP and IB,Disallowed Reason - Changing of a privilege period,Disallowed Reason - Improving GPA,AP/Honors/Advanced Level-Down Allowed,Level-Down Deadline/Trigger - End of first 6 weeks,Level-Down Deadline/Trigger - End of first semester,Level-Down Deadline/Trigger - Automatic if Failing After 6 weeks,Level-Down Deadline/Trigger - Teacher Initiated,Reason - Change needed for graduation,Reason - Already completed credit,Reason - Missing/Failed Prerequisites,"Reason - Incomplete Schedule, Duplicate Classes, or other Schedule Error","Reason - Balancing Class Loads, or other School Need",Reason - Did not apply / enrolled by mistake,Reason - Add/Drop Athletics/Performing Arts,Reason - Alignment with College Admission Requirements,Reason - Change Needed to Complete an Endorsement,Reason - Needs Placement in Special Education,"Reason - 504 plan, or ESL/ELL services",Reason - Adjustment for Medical/Physical Health,Reason - Relevant Credit earned in Summer School,Reason - Student Elected or Assigned to Conflicting Activity by the Administration,Reason - Remedial Coursework Needed for State Assessment,Reason - Previously Failed Class with Teacher,Reason - Student Enrolled in Dual-Credit Class,Reason - Teacher Initiated Changes,Reason - ARD Meeting Recommendation,Reason - Student Did Not Meet Standard on STAAR or EOC Exams,Use of Scheduling Software,Teacher Request Prior to Schedule Build,Possible to Switch Core Classes,Notes,source_files,model,coded_date,_pathkey
Lindale ISD,Lindale HS,"July 12, 2026","August 12, 2026",,5 days,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Document contains largely blank fields; deadline strictness rated as ranging from Lenient to Strict across responses; scheduling software use varies (PowerSchool/Skyward/Ascender) with mixed Yes/No answers on whether software is used for master scheduling.,Lindale ISD Data Collection.docx,claude-sonnet-5,2026-08-25,Lindale ISD||Lindale ISD
Lockhart ISD,Lockhart ISD,07/16/26,"Aug 13, 2026",,Not stated,Not stated,Not stated,Not stated,5 days,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,N,Not stated,Not stated,Not stated,Y,Y,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Y,Y,Not stated,Y,"Data collected across multiple campus columns; scheduling software varies (PowerSchool, Skyward, Ascender) and use of master-scheduling software reported as Yes/Yes/No/No across campuses. Course request window: late January–early March.",Lockhart ISD Data Collection Guide.docx,claude-sonnet-5,2026-08-25,Lockhart ISD||Lockhart ISD
Longview ISD,Longview HS,07/17/26,Not stated,,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Document contains mostly blank fields; some columns show conflicting answers (e.g., use of software Yes/Yes/No/No) and no substantive policy prose beyond a generic statement that students may request changes via counselor/principal.",Longview Data Collection Guide.docx,claude-sonnet-5,2026-08-25,Longview ISD||Longview ISD
Louise ISD,Louise HS,"July 28, 2026; August 10, 2026","August 12, 2026",,"6 days (Meet the Teacher Aug 6, 2026)",Not stated,Not stated,N,3 days (no changes after 3rd day of class),Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,N,Small district; teacher changes generally not made though theoretically possible. Core class changes rarely available.,Louise ISD Data Collection.docx,claude-sonnet-5,2026-08-25,Louise ISD||Louise ISD
Lovejoy ISD,Lovejoy HS,"July 15, 2026",August 12,,5 days (schedules picked up August 7),Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Y,Not stated,Not stated,Y,Y,Y,Y,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"General course-change deadline is April (before school year begins). AP/Honors courses may be dropped on July 24, after the first 3 weeks of school, or at the end of the semester. Valid criteria for schedule changes are limited to a specific list (wrong athletics/fine arts placement, missing core class, missing prerequisite, duplicate period, already earned credit, senior missing graduation requirement).",Lovejoy ISD Data Collection.docx,claude-sonnet-5,2026-08-25,Lovejoy ISD||Lovejoy ISD
Lubbock-Cooper ISD,Lubbock-Cooper HS,"July 9, 2026","August 12, 2026",,10 days (Aug 2 to Aug 12),Not stated,Not stated,N,14 days (through Aug 26),Y,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,N,Y,Not stated,Lubbock-Cooper ISD Data Collection - Lubbock-Cooper HS.docx,claude-sonnet-5,2026-08-25,Lubbock-Cooper ISD||Lubbock-Cooper HS
Lubbock-Cooper ISD,Lubbock-Cooper Liberty HS,"July 9, 2026",August 12,,Not stated,Not stated,Not stated,N,Not stated,Not stated,Y,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Y,"Multiple respondents gave differing answers on software use (Yes/No) and software name (PowerSchool, Skyward, Ascender) and leniency (Lenient/Moderate/Strict); course requests finalized by end of 3rd nine-week period (~March 5).",Lubbock-Cooper ISD Data Collection - Lubbock-Cooper Liberty HS.docx,claude-sonnet-5,2026-08-25,Lubbock-Cooper ISD||Lubbock-Cooper Liberty HS
Lufkin ISD,Lufkin,07/16/26,Not stated,,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Add/Drop procedures apply after official change dates pass; only technical errors, missing prerequisites, or out-of-sequence courses are allowed reasons at that point.",Lufkin ISD Data Collection Guide.docx,claude-sonnet-5,2026-08-25,Lufkin ISD||Lufkin ISD
Mabank ISD,Mabank HS,"July 13, 2026",August 13,,Not stated,Not stated,Not stated,N,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,N,Not stated,"Schedule change requests for fall must be submitted by May 1st; changes after that allowed only for scheduling errors, class equalization, or extenuating circumstances.",Mabank ISD Data Collection.docx,claude-sonnet-5,2026-08-25,Mabank ISD||Mabank ISD
Manor ISD,Manor HS,"July 9, 2026",August 12,,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Document is largely blank on course-change policy specifics; only deadline strictness ratings (Lenient/Moderate/Strict) given without detail.,Manor ISD Data Collection.docx,claude-sonnet-5,2026-08-25,Manor ISD||Manor ISD
Mansfield ISD,Mansfield HS,"July 15, 2026",August 12,,"6 days (schedule pickup Aug 6, school starts Aug 12)",Not stated,Not stated,N,7 days (within first week of school),Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Y,Y,Not stated,Y,Not stated,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Level/course-level changes may be submitted later than the first-week deadline; changes are limited to correcting errors, not 'change of heart' requests.",Mansfield ISD Data Collection - Manfield HS.docx,claude-sonnet-5,2026-08-25,Mansfield ISD||Mansfield HS
Mansfield ISD,Mansfield Lake Ridge HS,"July 15, 2026; August 18, 2026","August 12, 2026",,1 day (day before school),Not stated,Not stated,N,Within first week of school,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Y,Y,Not stated,Y,Not stated,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,N,Not stated,Scheduling software auto-assigns students; manual changes only for conflicts/errors. Teacher requests explicitly not permitted. Level (AP/Honors) changes allowed later than the first-week deadline.,Mansfield ISD Data Collection - Manfield Lake Ridge HS.docx,claude-sonnet-5,2026-08-25,Mansfield ISD||Mansfield Lake Ridge HS
Mansfield ISD,Mansfield Legacy HS,"July 15, 2026","August 12, 2026",,"2 days (Meet the Teacher Night, August 10)",Not stated,Not stated,N,Within the first week of school,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Y,Not stated,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Strictness of deadline enforcement reported inconsistently across counselors (Lenient/Moderate/Strict); level (course-level) changes may be submitted later than the one-week general deadline.,Mansfield ISD Data Collection - Manfield Legacy HS.docx,claude-sonnet-5,2026-08-25,Mansfield ISD||Mansfield Legacy HS
Mansfield ISD,Mansfield Summit HS,"July 15, 2026; August 10, 2026","August 12, 2026",,13 days (schedule pickup July 29-30 before Aug 12 start),Not stated,Not stated,N,Within the first week of school,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Y,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Y,Change requests must be filed within first week; level changes can occur later. Deadline strictness rated inconsistently (Lenient/Moderate/Moderate/Strict across columns). Teacher-requested changes not permitted.,Mansfield ISD Data Collection - Manfield Summit HS.docx,claude-sonnet-5,2026-08-25,Mansfield ISD||Mansfield Summit HS
Mansfield ISD,Mansfield Timberview HS,"July 15, 2026",August 12,,5 days (Aug 7 orientation before Aug 12 start),Not stated,Not stated,N,7 days (within first week of school),Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Y,Not stated,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Y,"Responses vary across columns (software, strictness) suggesting multiple staff inputs; level changes allowed later than first week.",Mansfield ISD Data Collection - Manfield Timberview HS.docx,claude-sonnet-5,2026-08-25,Mansfield ISD||Mansfield Timberview
Marble Falls ISD,Marble Falls HS,"July 14, 2026","August 19, 2026",,Not stated,Not stated,Not stated,N,10 days (first ten class meeting days),Not stated,Y,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Y,Not stated,Not stated,Y,Y,Y,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Document table has inconsistent/duplicated columns; software listed as PowerSchool, Skyward, and Ascender across columns.",Marble Falls Data Collection.docx,claude-sonnet-5,2026-08-25,Marble Falls ISD||Marble Falls ISD
Marshall ISD,Marshall HS,"July 12, 2026 - Aug 7, 2026","August 13, 2026",,6 days before (schedule pickup Aug 6-7),Not stated,Not stated,N,10 days after start,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Y,School uses scheduling software (PowerSchool/Skyward/Ascender reported variably); teacher requests not allowed except administrator-approved switch after persistent student-teacher conflict resolved via parent conference.,Marshall ISD Data Collection.docx,claude-sonnet-5,2026-08-25,Marshall ISD||Marshall ISD
Mathis ISD,Mathis HS,"July 19, 2026; August 6, 2026",August 6 (per 2025-26 academic calendar reference),,"3 days (Meet the Teacher Aug 3, school starts Aug 6)",Not stated,Not stated,Not stated,5 days,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Y,Not stated,Not stated,Y,Not stated,Not stated,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Y,Not stated,Not stated,Advanced course changes require completion of a semester plus tutorials/conference; other changes must be requested in writing by day 5; changes approved only at discretion of counselor/administrator,Mathis ISD Data Collection.docx,claude-sonnet-5,2026-08-25,Mathis ISD||Mathis ISD
McAllen ISD,Achieve Early College,08/06/26,"Aug 17, 2026",,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Achieve Early College - McAllen ISD Data Collection Guide.docx,claude-sonnet-5,2026-08-25,Mcallen ISD||Achieve Early College - McAllen ISD
McAllen ISD,McAllen High School,08/06/26,"Aug 17, 2026",,Not stated,Not stated,Not stated,Not stated,14 days (2 weeks after first day of school),Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Deadline strictness varies by respondent (Lenient/Moderate/Strict); most fields in the data collection guide were left blank/unanswered.,McAllen - McAllen ISD Data Collection Guide.docx,claude-sonnet-5,2026-08-25,Mcallen ISD||McAllen - McAllen ISD
McAllen ISD,McAllen Memorial,08/06/26,"Aug 17, 2026",,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Uses PowerSchool, Skyward, and Ascender depending on entry; deadline noted as April 25, 2025 with varying strictness (Lenient/Moderate/Strict) across responses",McAllen Memorial - McAllen ISD Data Collection Guide.docx,claude-sonnet-5,2026-08-25,Mcallen ISD||McAllen Memorial - McAllen ISD
Mcgregor ISD,Mcgregor HS,"July 20, 2026",August 13,,Not stated,Not stated,Not stated,N,7 days (first week),Not stated,Y,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Y,N,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Handbook says schedule changes must occur in first two weeks or at semester change (course level changes considered at end of first three weeks); one source (McGregor High.pdf) states first week deadline instead of two weeks.,Mcgregor ISD Data Collection.docx,claude-sonnet-5,2026-08-25,Mcgregor ISD||Mcgregor ISD
Medina Valley ISD,Creek View,08/06/26,"Aug 12, 2026",,"6 days (Aug 6, 2026 Prep Day)",Not stated,Not stated,N,21 days (first three weeks of school year),Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Creek View - Medina Valley ISD Data Collection Guide.docx,claude-sonnet-5,2026-08-25,Medina Valley ISD||Creek View
Medina Valley ISD,Medina Valley,08/06/26,"Aug 12, 2026",,"6 days (Aug 6, 2026 Prep Day)",Not stated,Not stated,N,"3 weeks (per handbook, though other text implies deadline is at/before start via final Prep Day)",Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Policy text is somewhat contradictory: one section states schedule changes must be requested during the first three weeks of the school year, while another states the deadline corresponds to the final Prep Day before school starts. Academic need (RTI, IEP, 504) required for changes after semester begins.",Medina Valley - Medina Valley ISD Data Collection Guide.docx,claude-sonnet-5,2026-08-25,Medina Valley ISD||Medina Valley ISD
Melissa ISD,Melissa HS,07/17/26,"Aug 13, 2026",,"7 days (schedules available Aug 6, 2026 4pm; school starts Aug 13, 2026)",Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Multiple respondents gave differing answers on software use and strictness of deadlines/leniency; most substantive policy questions left blank.,Melissa ISD Data Collection Guide.docx,claude-sonnet-5,2026-08-25,Melissa ISD||Melissa ISD
Mercedes ISD,Mercedes,07/21/26,"Aug 12, 2026",,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Mercedes ISD Data Collection Guide.docx,claude-sonnet-5,2026-08-25,Mercedes ISD||Mercedes ISD
Mexia ISD,Mexia HS,07/21/26,Not stated,,Not stated,Not stated,Not stated,Not stated,9 days after the start of each semester,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Y,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"School uses scheduling software (PowerSchool, Skyward, or Ascender depending on entry); schedule changes limited due to class balancing; elective changes generally not honored except to move into extracurricular programs (band, choir, athletics) if initiated by coach/program director.",Mexia ISD Data Collection Guide.docx,claude-sonnet-5,2026-08-25,Mexia ISD||Mexia ISD
Midlothian ISD,Midlothian Heritage HS,"July 8, 2026",August 12,,6 days (schedules available Aug 3-6; school starts Aug 12),Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Document is largely blank template with unanswered policy questions; mixed answers across columns (e.g., software use Yes/Yes/No/No; software named PowerSchool/Skyward/Skyward/Ascender); deadline strictness varies by column (Lenient/Moderate/Moderate/Strict) with no explanation of columns' meaning.",Midlothian ISD Data Collection - Midlothian HS.docx,claude-sonnet-5,2026-08-25,Midlothian ISD||Midlothian HS
Midlothian ISD,Midlothian Heritage HS,"July 8, 2027",August 12,,"6 days before (schedules picked up Aug 3-6, school starts Aug 12)",Not stated,Not stated,Not stated,10 days (10th day of school),Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Deadline strictness rated inconsistently across sources (Lenient/Moderate/Moderate/Strict); leveling down allowed through end of first 6 weeks or first semester; athletic-to-PE changes exempt from the 10-day deadline.,Midlothian ISD Data Collection - Midlothian Heritage HS.docx | Midlothian ISD Data Collection - Midlothian HS.docx,claude-sonnet-5,2026-08-25,Midlothian ISD||Midlothian Heritage HS
Mineola ISD,Mineola HS,"July 20, 2026 - August 6, 2026",August 14,,2 days (Meet the Teacher Aug 12),Not stated,Not stated,N,14 days (first 2 weeks of school),Not stated,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Y,Not stated,Y,Not stated,Not stated,"Software use/vendor varies by respondent (PowerSchool, Skyward, Ascender); some fields not answered by all respondents.",Mineola ISD Data Collection.docx,claude-sonnet-5,2026-08-25,Mineola ISD||Mineola ISD
Navasota ISD,Navasota High School,07/21/26,"Aug 10, 2026",,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Y,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Course requests finalized June 30; changes after that limited to tryouts (Band/Choir/Drill/Cheer/Sports), summer school completion, and counselor-initiated corrections. Level change (AP/Advanced/OnRamps) has three designated drop windows: first 20 days, end of first grading period (9 weeks), end of first semester.",Navasota ISD Data Collection Guide.docx,claude-sonnet-5,2026-08-25,Navasota ISD||Navasota ISD
New Boston ISD,New Boston HS,"July 20, 2026",August 5,,7 days (July 29 orientation; July 22/23 for grades 10-12),Not stated,Not stated,Not stated,14 days (first two weeks of semester),Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Y,Not stated,Y,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Y,Not stated,Not stated,"Handbook allows dropping a course for academic difficulty only in first two weeks with student/teacher/counselor agreement; leniency ratings vary across data columns (Lenient/Moderate/Strict), suggesting inconsistent reporting.",New Boston ISD Data Collection.docx,claude-sonnet-5,2026-08-25,New Boston ISD||New Boston ISD
New Caney ISD,New Caney HS,"July 10, 2026; August 12, 2026","August 6, 2026",,Not stated,Not stated,Not stated,N,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Y,Not stated,Y,Y,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Y,Not stated,Not stated,Deadline for schedule changes must be before end of previous school year; strictness rated Lenient/Moderate/Strict across columns; class assignments may not be received until first day of school,New Caney ISD Data Collection - New Caney HS.docx,claude-sonnet-5,2026-08-25,New Caney ISD||New Caney HS
New Caney ISD,Porter HS,"July 10, 2026",August 6,,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Y,Not stated,Y,Y,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Y,Not stated,Not stated,"Software use answers conflicted across respondents (Yes/Yes/No/No) though PowerSchool, Skyward, and Ascender were all named; policy text is from 2025-2026 NCISD Student Handbook.",New Caney ISD Data Collection - Porter HS.docx,claude-sonnet-5,2026-08-25,New Caney ISD||Porter HS
New Caney ISD,West Fork HS,"July 10, 2026",August 6,,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Y,Not stated,Y,Y,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Y,Not stated,Not stated,"Deadline strictness varies by grade level/counselor (Lenient/Moderate/Strict); software listed includes PowerSchool, Skyward, and Ascender depending on grade level.",New Caney ISD Data Collection - West Fork HS.docx,claude-sonnet-5,2026-08-25,New Caney ISD||West Fork HS
